time,ambient_temperature,relative_humidity,weather_condition
2022-03-08 00:56:00,20,81,Cloudy
2022-03-08 01:56:00,19,87,Cloudy
2022-03-08 02:56:00,18,87,Mostly Cloudy
2022-03-08 03:56:00,16,78,Fair
2022-03-08 04:56:00,15,83,Fair
2022-03-08 05:56:00,14,87,Partly Cloudy
2022-03-08 06:56:00,14,87,Mostly Cloudy
2022-03-08 07:56:00,15,83,Mostly Cloudy
2022-03-08 08:56:00,16,75,Cloudy
2022-03-08 09:56:00,17,72,Partly Cloudy
2022-03-08 10:56:00,18,68,Partly Cloudy
2022-03-08 11:56:00,19,61,Mostly Cloudy
2022-03-08 12:56:00,20,59,Cloudy
2022-03-08 13:56:00,20,56,Cloudy
2022-03-08 14:56:00,21,54,Cloudy
2022-03-08 15:56:00,21,54,Cloudy
2022-03-08 16:56:00,21,54,Cloudy
2022-03-08 17:56:00,19,59,Cloudy
2022-03-08 18:56:00,19,59,Cloudy
2022-03-08 19:56:00,17,67,Mostly Cloudy
2022-03-08 20:56:00,16,67,Rain
2022-03-08 21:31:00,14,81,Cloudy
2022-03-08 21:56:00,14,84,Cloudy
2022-03-08 22:56:00,14,87,Cloudy
2022-03-08 23:56:00,14,87,Cloudy
