time,ambient_temperature,relative_humidity,weather_condition
2022-06-17 00:56:00,22,90,Cloudy
2022-06-17 01:56:00,22,90,Fair
2022-06-17 02:56:00,22,87,Fair
2022-06-17 03:56:00,23,85,Fair
2022-06-17 04:56:00,24,76,Fair
2022-06-17 05:56:00,23,79,Fair
2022-06-17 06:56:00,23,84,Partly Cloudy
2022-06-17 07:56:00,25,76,Mostly Cloudy
2022-06-17 08:56:00,28,65,Partly Cloudy
2022-06-17 09:56:00,29,63,Partly Cloudy
2022-06-17 10:56:00,32,57,Partly Cloudy
2022-06-17 11:56:00,33,52,Fair
2022-06-17 12:56:00,35,49,Fair
2022-06-17 13:56:00,36,47,Fair
2022-06-17 14:56:00,37,39,Partly Cloudy
2022-06-17 15:56:00,38,38,Partly Cloudy
2022-06-17 16:56:00,38,39,Partly Cloudy
2022-06-17 17:56:00,36,41,Mostly Cloudy
2022-06-17 18:06:00,36,44,Thunder in the Vicinity
2022-06-17 18:56:00,26,74,T-Storm
2022-06-17 19:56:00,24,84,Thunder in the Vicinity
2022-06-17 20:56:00,23,87,Mostly Cloudy
2022-06-17 21:56:00,23,90,Mostly Cloudy
2022-06-17 22:56:00,23,90,Mostly Cloudy
2022-06-17 23:56:00,23,91,Mostly Cloudy
