time,ambient_temperature,relative_humidity,weather_condition
2023-09-18 00:56:00,21,96,Partly Cloudy
2023-09-18 01:56:00,20,96,Fair
2023-09-18 02:56:00,19,100,Fair
2023-09-18 03:56:00,18,100,Fair
2023-09-18 04:56:00,18,100,Fair
2023-09-18 05:56:00,18,97,Fair
2023-09-18 06:56:00,17,100,Partly Cloudy
2023-09-18 07:56:00,18,96,Patches of Fog
2023-09-18 08:56:00,19,87,Fair
2023-09-18 09:56:00,22,70,Fair
2023-09-18 10:56:00,23,66,Fair
2023-09-18 11:56:00,24,60,Fair
2023-09-18 12:56:00,26,58,Partly Cloudy
2023-09-18 13:56:00,27,45,Partly Cloudy
2023-09-18 14:56:00,27,45,Partly Cloudy
2023-09-18 15:56:00,27,44,Fair
2023-09-18 16:56:00,27,45,Fair
2023-09-18 17:56:00,27,45,Fair
2023-09-18 18:56:00,26,48,Fair
2023-09-18 19:56:00,22,68,Fair
2023-09-18 20:56:00,20,87,Fair
2023-09-18 21:56:00,19,90,Fair
2023-09-18 22:56:00,18,93,Fair
2023-09-18 23:56:00,18,93,Fair
