time,ambient_temperature,relative_humidity,weather_condition
2022-06-28 00:56:00,25,84,Cloudy
2022-06-28 01:56:00,24,87,Cloudy
2022-06-28 02:56:00,24,90,Fair
2022-06-28 03:56:00,23,93,Fair
2022-06-28 04:56:00,24,87,Partly Cloudy
2022-06-28 05:56:00,24,87,Cloudy
2022-06-28 06:23:00,24,87,Cloudy
2022-06-28 06:56:00,24,84,Cloudy
2022-06-28 07:37:00,24,79,Mostly Cloudy
2022-06-28 07:56:00,25,76,Mostly Cloudy
2022-06-28 08:56:00,25,74,Mostly Cloudy
2022-06-28 09:56:00,26,66,Cloudy
2022-06-28 10:56:00,27,62,Mostly Cloudy
2022-06-28 11:56:00,27,60,Mostly Cloudy
2022-06-28 12:56:00,28,60,Mostly Cloudy
2022-06-28 13:56:00,28,60,Cloudy
2022-06-28 14:56:00,28,67,Mostly Cloudy
2022-06-28 15:56:00,28,69,Cloudy
2022-06-28 16:56:00,27,72,Cloudy
2022-06-28 17:56:00,26,74,Mostly Cloudy
2022-06-28 18:56:00,24,79,Cloudy
2022-06-28 19:56:00,24,90,Light Rain
2022-06-28 20:56:00,23,96,Rain
2022-06-28 21:56:00,22,97,Light Rain
2022-06-28 22:56:00,23,87,Light Rain
2022-06-28 23:56:00,22,93,Mostly Cloudy
