time,ambient_temperature,relative_humidity,weather_condition
2023-05-01 00:56:00,14,46,Fair
2023-05-01 01:56:00,13,51,Fair
2023-05-01 02:56:00,11,57,Fair
2023-05-01 03:56:00,9,66,Fair
2023-05-01 04:56:00,10,66,Fair
2023-05-01 05:56:00,9,71,Fair
2023-05-01 06:56:00,9,69,Fair
2023-05-01 07:56:00,11,66,Fair
2023-05-01 08:56:00,14,55,Fair
2023-05-01 09:56:00,17,43,Fair
2023-05-01 10:56:00,18,33,Fair / Windy
2023-05-01 11:56:00,19,30,Fair / Windy
2023-05-01 12:56:00,20,31,Fair / Windy
2023-05-01 13:56:00,21,29,Fair / Windy
2023-05-01 14:56:00,21,29,Fair
2023-05-01 15:56:00,22,27,Fair / Windy
2023-05-01 16:56:00,22,25,Fair / Windy
2023-05-01 17:56:00,21,27,Fair / Windy
2023-05-01 18:56:00,21,29,Fair
2023-05-01 19:56:00,18,32,Fair
2023-05-01 20:56:00,16,42,Fair
2023-05-01 21:56:00,13,55,Fair
2023-05-01 22:56:00,13,55,Fair
2023-05-01 23:56:00,12,55,Fair
