time,ambient_temperature,relative_humidity,weather_condition
2023-09-02 00:56:00,19,87,Cloudy
2023-09-02 01:56:00,19,84,Mostly Cloudy
2023-09-02 02:56:00,18,90,Mostly Cloudy
2023-09-02 03:56:00,18,93,Mostly Cloudy
2023-09-02 04:56:00,19,84,Partly Cloudy
2023-09-02 05:56:00,18,84,Partly Cloudy
2023-09-02 06:56:00,16,93,Mostly Cloudy
2023-09-02 07:56:00,18,90,Mostly Cloudy
2023-09-02 08:56:00,21,76,Mostly Cloudy
2023-09-02 09:56:00,23,64,Partly Cloudy
2023-09-02 10:56:00,25,58,Mostly Cloudy
2023-09-02 11:56:00,27,48,Mostly Cloudy
2023-09-02 12:56:00,26,47,Mostly Cloudy
2023-09-02 13:56:00,27,48,Mostly Cloudy
2023-09-02 14:56:00,27,49,Partly Cloudy
2023-09-02 15:56:00,28,47,Fair
2023-09-02 16:56:00,28,45,Fair
2023-09-02 17:56:00,28,47,Fair
2023-09-02 18:56:00,27,50,Fair
2023-09-02 19:56:00,25,60,Partly Cloudy
2023-09-02 20:56:00,23,68,Fair
2023-09-02 21:56:00,22,75,Fair
2023-09-02 22:56:00,19,87,Fair
2023-09-02 23:56:00,18,90,Fair
