time,ambient_temperature,relative_humidity,weather_condition
2022-01-23 00:56:00,-3,88,Fair
2022-01-23 01:56:00,-4,88,Fair
2022-01-23 02:56:00,-5,88,Fair
2022-01-23 03:56:00,-4,88,Fair
2022-01-23 04:56:00,-5,88,Fair
2022-01-23 05:56:00,-6,89,Fair
2022-01-23 06:56:00,-6,89,Fair
2022-01-23 07:56:00,-5,85,Fair
2022-01-23 08:56:00,-2,89,Fair
2022-01-23 09:56:00,2,78,Fair
2022-01-23 10:56:00,5,60,Fair
2022-01-23 11:56:00,7,53,Fair
2022-01-23 12:56:00,9,35,Fair
2022-01-23 13:56:00,11,26,Fair
2022-01-23 14:56:00,12,22,Fair
2022-01-23 15:56:00,13,22,Fair
2022-01-23 16:56:00,12,22,Fair
2022-01-23 17:56:00,10,27,Fair
2022-01-23 18:56:00,7,38,Fair
2022-01-23 19:56:00,6,45,Fair
2022-01-23 20:56:00,4,51,Fair
2022-01-23 21:56:00,4,55,Fair
2022-01-23 22:56:00,4,57,Fair
2022-01-23 23:56:00,4,60,Fair
