time,ambient_temperature,relative_humidity,weather_condition
2023-03-31 00:56:00,14,67,Fair
2023-03-31 01:56:00,13,72,Fair
2023-03-31 02:56:00,12,77,Fair
2023-03-31 03:56:00,11,80,Mostly Cloudy
2023-03-31 04:56:00,10,83,Partly Cloudy
2023-03-31 05:56:00,9,90,Fair
2023-03-31 06:56:00,9,86,Mostly Cloudy
2023-03-31 07:56:00,10,89,Mostly Cloudy
2023-03-31 08:56:00,12,83,Mostly Cloudy
2023-03-31 09:56:00,14,81,Mostly Cloudy
2023-03-31 10:56:00,21,61,Mostly Cloudy
2023-03-31 11:56:00,22,57,Mostly Cloudy
2023-03-31 12:56:00,23,53,Mostly Cloudy
2023-03-31 13:56:00,25,45,Mostly Cloudy
2023-03-31 14:56:00,26,42,Partly Cloudy
2023-03-31 15:56:00,26,42,Partly Cloudy
2023-03-31 16:56:00,27,39,Mostly Cloudy
2023-03-31 17:56:00,27,38,Partly Cloudy
2023-03-31 18:56:00,26,39,Mostly Cloudy
2023-03-31 19:56:00,24,45,Mostly Cloudy
2023-03-31 20:56:00,23,55,Mostly Cloudy
2023-03-31 21:56:00,22,59,Partly Cloudy
2023-03-31 22:56:00,21,63,Partly Cloudy
2023-03-31 23:56:00,21,68,Fair
