time,ambient_temperature,relative_humidity,weather_condition
2022-03-10 00:21:00,17,80,Cloudy
2022-03-10 00:28:00,16,83,Cloudy
2022-03-10 00:56:00,16,83,Cloudy
2022-03-10 01:08:00,16,83,Cloudy
2022-03-10 01:16:00,16,81,Cloudy
2022-03-10 01:56:00,16,80,Cloudy
2022-03-10 02:56:00,14,78,Cloudy
2022-03-10 03:08:00,14,81,Cloudy
2022-03-10 03:56:00,13,77,Light Rain
2022-03-10 04:56:00,13,69,Cloudy
2022-03-10 05:56:00,12,75,Cloudy
2022-03-10 06:56:00,12,77,Light Rain
2022-03-10 07:56:00,11,80,Cloudy
2022-03-10 08:56:00,11,83,Cloudy
2022-03-10 09:56:00,11,83,Cloudy
2022-03-10 10:56:00,11,86,Cloudy
2022-03-10 11:03:00,11,89,Light Rain
2022-03-10 11:56:00,11,89,Cloudy
2022-03-10 12:05:00,10,93,Fog
2022-03-10 12:18:00,10,93,Cloudy
2022-03-10 12:25:00,11,92,Fog
2022-03-10 12:42:00,11,89,Light Drizzle
2022-03-10 12:56:00,11,89,Light Drizzle
2022-03-10 13:18:00,11,89,Cloudy
2022-03-10 13:56:00,11,86,Cloudy
2022-03-10 14:22:00,11,83,Cloudy
2022-03-10 14:56:00,11,83,Cloudy
2022-03-10 15:56:00,11,80,Cloudy
2022-03-10 16:56:00,10,83,Cloudy
2022-03-10 17:56:00,10,83,Cloudy
2022-03-10 18:56:00,11,80,Cloudy
2022-03-10 19:56:00,10,83,Cloudy
2022-03-10 20:56:00,10,83,Cloudy
2022-03-10 21:56:00,10,83,Cloudy
2022-03-10 22:56:00,9,86,Cloudy
2022-03-10 23:48:00,9,83,Cloudy
2022-03-10 23:56:00,9,83,Cloudy
