time,ambient_temperature,relative_humidity,weather_condition
2023-04-24 00:56:00,18,43,Cloudy
2023-04-24 01:56:00,18,46,Cloudy
2023-04-24 02:56:00,17,53,Cloudy
2023-04-24 03:56:00,17,44,Cloudy
2023-04-24 04:56:00,16,46,Cloudy
2023-04-24 05:56:00,15,49,Cloudy
2023-04-24 06:56:00,14,47,Cloudy
2023-04-24 07:56:00,13,55,Cloudy
2023-04-24 08:56:00,13,53,Cloudy
2023-04-24 09:56:00,14,51,Cloudy
2023-04-24 10:56:00,14,49,Cloudy
2023-04-24 11:56:00,16,46,Mostly Cloudy
2023-04-24 12:56:00,18,41,Partly Cloudy
2023-04-24 13:56:00,18,40,Mostly Cloudy
2023-04-24 14:56:00,19,36,Mostly Cloudy
2023-04-24 15:56:00,19,36,Mostly Cloudy
2023-04-24 16:56:00,20,32,Mostly Cloudy
2023-04-24 17:56:00,20,33,Mostly Cloudy
2023-04-24 18:56:00,19,27,Mostly Cloudy
2023-04-24 19:56:00,18,34,Mostly Cloudy
2023-04-24 20:56:00,14,53,Partly Cloudy
2023-04-24 21:56:00,15,51,Partly Cloudy
2023-04-24 22:56:00,13,67,Mostly Cloudy
2023-04-24 23:56:00,14,69,Partly Cloudy
