Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1040473,-,-,-,33.97,-81.06,-5,60,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2013,1,1,0,30,7,0,0,0,3,5.5,0,0,0,0,90.39,169,0.13,1014,2.4000000000000004,224,1.1,0.0000,0.0000
2013,1,1,1,30,6.9,0,0,0,7,5.7,0,0,0,0,92.27,162.5,0.13,1014,2.3000000000000003,224,1.1,0.0000,0.0000
2013,1,1,2,30,6.800000000000001,0,0,0,8,5.9,0,0,0,0,93.85000000000001,151.13,0.13,1013,2.4000000000000004,226,1.1,0.0000,0.0000
2013,1,1,3,30,6.5,0,0,0,0,6,0,0,0,0,96.51,138.84,0.13,1013,2.4000000000000004,228,1,0.0000,0.0000
2013,1,1,4,30,6.300000000000001,0,0,0,7,6,0,0,0,0,98.26,126.42,0.13,1013,2.5,228,1,0.0000,0.0000
2013,1,1,5,30,6.2,0,0,0,7,6.1000000000000005,0,0,0,0,99.26,114.13,0.13,1013,2.6,227,1,0.0000,0.0000
2013,1,1,6,30,6.4,0,0,0,7,6.2,0,0,0,0,98.32000000000001,102.18,0.13,1013,2.9000000000000004,231,1,0.0000,0.0000
2013,1,1,7,30,7.2,0,0,0,7,6.300000000000001,0,0,0,0,93.88,90.17,0.13,1013,3.1,232,1,0.0000,0.0000
2013,1,1,8,30,8.3,52,425,125,4,6.6000000000000005,47,0,7,47,88.91,80.13,0.13,1013,3.2,227,1,0.0000,0.0000
2013,1,1,9,30,9.3,79,632,286,7,6.9,78,0,7,78,85.18,70.87,0.13,1013,3.2,216,1,3.9618,3.0645
