time,inv29_rh,inv30_rh,inv31_rh,rh,inv29_temp1,inv30_temp1,inv31_temp1,temp1,inv29_temp2,inv30_temp2,inv31_temp2,temp2,ir
2023-10-09 00:05:00,24.598,23.742,28.4,93.861,10.461,10.767,10.288,4.086,11.103,11.346,11.211,6.738,0.0
2023-10-09 00:10:00,24.68,23.8,28.339,93.774,10.324,10.631,10.147,4.014,10.941,11.214,11.073,6.663,0.0
2023-10-09 00:15:00,24.899,23.8,28.3,94.731,10.186,10.478,9.991,4.197,10.794,11.068,10.914,6.761,0.0
2023-10-09 00:20:00,25.074,23.8,28.272,95.484,10.048,10.345,9.85,4.389,10.664,10.905,10.778,6.88,0.0
2023-10-09 00:25:00,25.193,23.877,28.2,95.9,9.89,10.215,9.732,4.369,10.55,10.779,10.657,6.881,0.0
2023-10-09 00:30:00,25.218,23.884,28.157,95.916,9.76,10.087,9.615,4.146,10.429,10.658,10.542,6.751,0.0
2023-10-09 00:35:00,25.316,23.874,28.1,95.95,9.636,9.927,9.489,4.014,10.311,10.541,10.426,6.776,0.0
2023-10-09 00:40:00,25.401,23.9,28.048,96.149,9.506,9.801,9.368,4.0,10.192,10.424,10.307,6.784,0.0
2023-10-09 00:45:00,25.476,23.9,28.0,96.138,9.393,9.679,9.257,4.012,10.074,10.299,10.194,6.647,0.0
2023-10-09 00:50:00,25.586,23.905,27.999,96.177,9.267,9.559,9.141,4.033,9.937,10.193,10.077,6.559,0.0
2023-10-09 00:55:00,25.669,23.9,27.906,95.958,9.143,9.438,9.02,4.072,9.822,10.072,9.94,6.333,0.0
2023-10-09 01:00:00,25.685,23.92,27.9,95.641,9.025,9.326,8.886,4.015,9.711,9.933,9.826,6.197,0.0
2023-10-09 01:05:00,25.747,24.0,27.85,95.526,8.871,9.212,8.772,3.86,9.601,9.825,9.717,6.088,0.0
2023-10-09 01:10:00,25.912,24.0,27.8,95.906,8.765,9.085,8.657,3.959,9.485,9.706,9.608,6.19,0.0
