time,inv29_rh,inv30_rh,inv31_rh,rh,inv29_temp1,inv30_temp1,inv31_temp1,temp1,inv29_temp2,inv30_temp2,inv31_temp2,temp2,ir
2023-10-25 00:05:00,26.385,23.2,24.948,98.461,10.241,10.526,10.124,5.489,10.87,11.127,11.009,7.687,0.0
2023-10-25 00:10:00,26.492,23.2,24.9,98.515,10.138,10.414,10.007,5.601,10.774,11.013,10.882,7.693,0.0
2023-10-25 00:15:00,26.575,23.2,24.86,98.638,10.013,10.315,9.893,5.688,10.683,10.887,10.789,7.716,0.0
2023-10-25 00:20:00,26.675,23.194,24.781,98.7,9.9,10.206,9.802,5.781,10.594,10.798,10.695,7.711,0.0
2023-10-25 00:25:00,26.732,23.1,24.7,98.7,9.798,10.101,9.713,5.721,10.501,10.704,10.615,7.662,0.0
2023-10-25 00:30:00,26.8,23.111,24.665,98.7,9.706,9.985,9.627,5.686,10.42,10.618,10.527,7.641,0.0
2023-10-25 00:35:00,26.876,23.196,24.6,98.786,9.602,9.881,9.546,5.619,10.341,10.533,10.446,7.613,0.0
2023-10-25 00:40:00,26.954,23.2,24.6,98.8,9.513,9.789,9.46,5.587,10.271,10.454,10.375,7.602,0.0
2023-10-25 00:45:00,27.032,23.2,24.568,98.8,9.427,9.703,9.388,5.632,10.198,10.38,10.292,7.598,0.0
2023-10-25 00:50:00,27.1,23.2,24.5,98.8,9.349,9.611,9.302,5.498,10.116,10.298,10.214,7.522,0.0
2023-10-25 00:55:00,27.192,23.2,24.5,98.8,9.269,9.529,9.218,5.327,10.048,10.222,10.141,7.47,0.0
2023-10-25 01:00:00,27.296,23.266,24.425,98.8,9.189,9.447,9.146,5.364,9.952,10.149,10.078,7.405,0.0
2023-10-25 01:05:00,27.304,23.3,24.4,98.8,9.109,9.374,9.075,5.123,9.877,10.075,9.967,7.291,0.0
2023-10-25 01:10:00,27.308,23.356,24.4,98.773,9.02,9.29,8.965,4.822,9.8,9.977,9.895,7.097,0.0
2023-10-25 01:15:00,27.463,23.4,24.4,98.7,8.911,9.204,8.885,4.813,9.718,9.895,9.815,6.994,0.0
2023-10-25 01:20:00,27.514,23.405,24.4,98.7,8.839,9.132,8.8,4.827,9.652,9.811,9.736,6.912,0.0
2023-10-25 01:25:00,27.539,23.467,24.348,98.72,8.763,9.051,8.723,4.706,9.581,9.741,9.668,6.906,0.0
2023-10-25 01:30:00,27.6,23.5,24.3,98.8,8.681,8.936,8.652,4.617,9.499,9.669,9.593,6.832,0.0
2023-10-25 01:35:00,27.6,23.5,24.3,98.848,8.604,8.866,8.584,4.608,9.424,9.593,9.511,6.781,0.0
2023-10-25 01:40:00,27.632,23.569,24.3,98.887,8.523,8.792,8.499,4.549,9.352,9.517,9.445,6.713,0.0
2023-10-25 01:45:00,27.749,23.6,24.3,98.929,8.45,8.711,8.424,4.574,9.288,9.445,9.385,6.7,0.0
2023-10-25 01:50:00,27.8,23.6,24.3,99.014,8.387,8.642,8.365,4.637,9.214,9.389,9.307,6.724,0.0
2023-10-25 01:55:00,27.883,23.6,24.233,99.112,8.309,8.582,8.304,4.685,9.152,9.308,9.25,6.7,0.0
2023-10-25 02:00:00,27.9,23.642,24.2,99.2,8.249,8.506,8.235,4.73,9.099,9.257,9.195,6.703,0.0
2023-10-25 02:05:00,27.917,23.7,24.2,99.261,8.198,8.445,8.198,4.895,9.034,9.2,9.129,6.735,0.0
2023-10-25 02:10:00,27.995,23.7,24.2,99.365,8.118,8.395,8.136,5.047,8.957,9.147,9.094,6.797,0.0
2023-10-25 02:15:00,28.035,23.7,24.111,99.4,8.035,8.317,8.08,5.162,8.904,9.102,9.042,6.842,0.0
2023-10-25 02:20:00,28.1,23.7,24.1,99.471,7.996,8.291,8.011,5.335,8.887,9.061,8.983,6.892,0.0
2023-10-25 02:25:00,28.105,23.7,24.008,99.5,7.942,8.216,7.998,5.408,8.834,9.003,8.922,6.919,0.0
2023-10-25 02:30:00,28.218,23.7,24.0,99.576,7.904,8.198,7.963,5.533,8.803,8.948,8.9,6.992,0.0
2023-10-25 02:35:00,28.327,23.743,23.93,99.612,7.867,8.131,7.917,5.58,8.799,8.901,8.888,7.079,0.0
2023-10-25 02:40:00,28.4,23.8,23.9,99.7,7.815,8.084,7.897,5.54,8.756,8.897,8.838,7.12,0.0
2023-10-25 02:45:00,28.4,23.8,23.9,99.696,7.801,8.017,7.877,5.413,8.713,8.86,8.813,7.032,0.0
2023-10-25 02:50:00,28.451,23.8,23.871,99.674,7.768,8.0,7.824,5.458,8.701,8.815,8.801,7.072,0.0
2023-10-25 02:55:00,28.503,23.888,23.802,99.602,7.714,7.967,7.802,5.425,8.696,8.8,8.788,7.079,0.0
2023-10-25 03:00:00,28.513,23.9,23.8,99.593,7.699,7.905,7.793,5.37,8.686,8.795,8.746,7.016,0.0
2023-10-25 03:05:00,28.583,23.9,23.8,99.504,7.678,7.901,7.762,5.387,8.63,8.757,8.71,6.997,0.0
2023-10-25 03:10:00,28.609,23.935,23.796,99.455,7.632,7.876,7.715,5.325,8.607,8.707,8.697,6.952,0.0
2023-10-25 03:15:00,28.632,24.0,23.75,99.4,7.604,7.811,7.698,5.156,8.599,8.7,8.679,6.884,0.0
2023-10-25 03:20:00,28.681,24.052,23.704,99.359,7.588,7.8,7.681,5.014,8.576,8.684,8.632,6.805,0.0
2023-10-25 03:25:00,28.7,24.1,23.7,99.27,7.532,7.782,7.609,4.868,8.511,8.613,8.603,6.719,0.0
2023-10-25 03:30:00,28.7,24.101,23.702,99.2,7.509,7.707,7.598,4.824,8.498,8.6,8.581,6.638,0.0
2023-10-25 03:35:00,28.707,24.198,23.7,99.2,7.485,7.7,7.563,4.879,8.461,8.57,8.522,6.6,0.0
2023-10-25 03:40:00,28.772,24.222,23.7,99.2,7.436,7.677,7.508,4.976,8.409,8.513,8.504,6.599,0.0
2023-10-25 03:45:00,28.8,24.3,23.7,99.213,7.401,7.61,7.497,4.994,8.399,8.498,8.49,6.599,0.0
2023-10-25 03:50:00,28.8,24.3,23.7,99.239,7.388,7.6,7.478,4.986,8.371,8.483,8.438,6.566,0.0
2023-10-25 03:55:00,28.88,24.33,23.7,99.3,7.344,7.578,7.425,5.017,8.322,8.42,8.404,6.574,0.0
2023-10-25 04:00:00,28.9,24.4,23.698,99.358,7.31,7.525,7.402,5.093,8.301,8.401,8.395,6.6,0.0
2023-10-25 04:05:00,28.9,24.418,23.612,99.4,7.295,7.501,7.395,5.011,8.292,8.395,8.355,6.534,0.0
2023-10-25 04:10:00,28.915,24.5,23.6,99.417,7.265,7.494,7.368,5.061,8.255,8.358,8.31,6.572,0.0
2023-10-25 04:15:00,28.932,24.5,23.6,99.5,7.224,7.445,7.319,5.093,8.221,8.308,8.301,6.6,0.0
2023-10-25 04:20:00,28.966,24.5,23.6,99.5,7.202,7.406,7.301,5.081,8.199,8.299,8.289,6.597,0.0
2023-10-25 04:25:00,29.029,24.573,23.6,99.567,7.194,7.399,7.298,5.087,8.197,8.295,8.255,6.601,0.0
2023-10-25 04:30:00,29.011,24.6,23.6,99.6,7.156,7.385,7.282,5.024,8.173,8.259,8.215,6.599,0.0
2023-10-25 04:35:00,29.022,24.649,23.582,99.6,7.112,7.33,7.23,4.905,8.125,8.213,8.2,6.542,0.0
2023-10-25 04:40:00,29.052,24.689,23.581,99.6,7.082,7.302,7.202,4.825,8.098,8.2,8.197,6.5,0.0
2023-10-25 04:45:00,29.089,24.789,23.514,99.6,7.036,7.299,7.2,4.849,8.066,8.197,8.163,6.499,0.0
2023-10-25 04:50:00,29.1,24.8,23.5,99.6,7.014,7.288,7.19,4.8,8.022,8.17,8.123,6.468,0.0
2023-10-25 04:55:00,29.102,24.8,23.5,99.6,7.001,7.236,7.143,4.879,8.001,8.12,8.095,6.462,0.0
2023-10-25 05:00:00,29.1,24.892,23.5,99.6,6.984,7.204,7.103,4.857,7.998,8.092,8.059,6.404,0.0
2023-10-25 05:05:00,29.163,24.9,23.5,99.606,6.956,7.199,7.077,4.79,7.975,8.065,8.023,6.404,0.0
2023-10-25 05:10:00,29.2,24.902,23.5,99.647,6.908,7.183,7.038,4.835,7.929,8.015,8.003,6.403,0.0
2023-10-25 05:15:00,29.242,25.016,23.5,99.645,6.901,7.139,7.005,4.92,7.905,8.002,7.995,6.406,0.0
2023-10-25 05:20:00,29.271,25.1,23.5,99.7,6.896,7.108,7.0,4.977,7.901,8.0,7.981,6.41,0.0
2023-10-25 05:25:00,29.29,25.1,23.5,99.704,6.868,7.091,6.996,4.917,7.895,7.984,7.947,6.401,0.0
2023-10-25 05:30:00,29.312,25.1,23.467,99.742,6.834,7.037,6.972,4.965,7.865,7.935,7.907,6.415,0.0
2023-10-25 05:35:00,29.354,25.194,23.4,99.796,6.814,7.01,6.942,4.998,7.825,7.907,7.901,6.4,0.0
2023-10-25 05:40:00,29.413,25.2,23.4,99.8,6.801,7.0,6.903,4.992,7.803,7.9,7.897,6.421,0.0
2023-10-25 05:45:00,29.473,25.2,23.4,99.895,6.795,6.999,6.904,5.084,7.8,7.897,7.884,6.441,0.0
2023-10-25 05:50:00,29.413,25.281,23.4,99.9,6.785,6.991,6.9,5.056,7.798,7.879,7.86,6.44,0.0
2023-10-25 05:55:00,29.477,25.3,23.4,99.9,6.766,6.962,6.899,5.032,7.794,7.863,7.83,6.464,0.0
2023-10-25 06:00:00,29.499,25.376,23.4,99.9,6.727,6.922,6.89,5.056,7.779,7.823,7.809,6.438,0.0
2023-10-25 06:05:00,29.487,25.4,23.4,99.9,6.707,6.905,6.864,4.98,7.756,7.806,7.801,6.425,0.0
2023-10-25 06:10:00,29.511,25.493,23.4,99.9,6.702,6.901,6.834,4.994,7.725,7.8,7.8,6.415,0.0
2023-10-25 06:15:00,29.568,25.5,23.4,99.9,6.696,6.899,6.811,5.002,7.709,7.799,7.793,6.4,0.0
2023-10-25 06:20:00,29.571,25.5,23.4,99.9,6.693,6.886,6.802,5.001,7.7,7.791,7.783,6.4,0.0
2023-10-25 06:25:00,29.6,25.589,23.4,99.9,6.677,6.867,6.8,4.967,7.699,7.77,7.758,6.395,0.0
2023-10-25 06:30:00,29.6,25.6,23.4,99.9,6.641,6.818,6.796,4.891,7.695,7.736,7.727,6.331,0.0
2023-10-25 06:35:00,29.632,25.649,23.4,99.9,6.616,6.806,6.781,4.894,7.679,7.709,7.706,6.375,0.0
2023-10-25 06:40:00,29.685,25.76,23.4,99.9,6.602,6.8,6.751,4.9,7.649,7.702,7.701,6.345,0.0
2023-10-25 06:45:00,29.8,25.8,23.4,99.9,6.6,6.799,6.714,4.974,7.62,7.7,7.7,6.375,0.0
2023-10-25 06:50:00,29.8,25.802,23.4,99.918,6.593,6.798,6.704,4.98,7.604,7.698,7.691,6.373,0.0
2023-10-25 06:55:00,29.8,25.898,23.4,99.9,6.585,6.77,6.701,4.858,7.601,7.685,7.677,6.312,0.0
2023-10-25 07:00:00,29.823,25.9,23.4,99.9,6.563,6.729,6.699,4.818,7.6,7.644,7.652,6.3,0.0
2023-10-25 07:05:00,29.893,25.95,23.4,99.965,6.526,6.705,6.683,4.819,7.59,7.62,7.618,6.3,0.0
2023-10-25 07:10:00,29.9,26.0,23.4,100.0,6.512,6.7,6.655,4.79,7.558,7.603,7.602,6.336,0.0
2023-10-25 07:15:00,29.9,26.086,23.4,100.0,6.5,6.7,6.628,4.795,7.531,7.6,7.599,6.313,0.0
2023-10-25 07:20:00,29.9,26.103,23.4,100.0,6.499,6.697,6.616,4.827,7.521,7.6,7.597,6.313,0.0
2023-10-25 07:25:00,30.013,26.213,23.4,100.0,6.497,6.69,6.612,4.914,7.506,7.593,7.598,6.398,0.0
