time,inv29_rh,inv30_rh,inv31_rh,rh,inv29_temp1,inv30_temp1,inv31_temp1,temp1,inv29_temp2,inv30_temp2,inv31_temp2,temp2,ir
2023-10-13 00:05:00,50.9,49.4,34.0,99.769,17.214,17.431,16.955,13.481,17.956,18.092,17.885,15.068,0.0
2023-10-13 00:10:00,50.9,49.4,34.0,99.8,17.112,17.336,16.869,13.352,17.863,17.993,17.795,14.986,0.0
2023-10-13 00:15:00,50.938,49.396,34.056,99.8,17.017,17.235,16.779,13.182,17.767,17.905,17.689,14.865,607.272
2023-10-13 00:20:00,51.0,49.4,34.069,99.8,16.916,17.141,16.653,13.059,17.649,17.816,17.585,14.715,607.272
2023-10-13 00:25:00,51.051,49.424,34.098,99.8,16.822,17.046,16.562,12.966,17.556,17.709,17.498,14.673,0.0
2023-10-13 00:30:00,51.149,49.485,34.1,99.886,16.724,16.95,16.479,13.048,17.471,17.605,17.413,14.821,607.272
2023-10-13 00:35:00,51.2,49.497,34.1,100.039,16.605,16.865,16.397,13.076,17.389,17.516,17.333,14.902,607.272
2023-10-13 00:40:00,51.207,49.5,34.1,100.073,16.523,16.779,16.311,13.092,17.302,17.441,17.264,14.817,0.0
2023-10-13 00:45:00,51.299,49.5,34.1,100.1,16.436,16.659,16.241,13.037,17.226,17.364,17.189,14.672,0.0
2023-10-13 00:50:00,51.301,49.5,34.1,100.141,16.351,16.581,16.181,12.992,17.141,17.278,17.109,14.756,0.0
2023-10-13 00:55:00,51.338,49.5,34.1,100.2,16.283,16.498,16.099,12.89,17.08,17.195,17.041,14.647,607.272
2023-10-13 01:00:00,51.395,49.5,34.1,100.2,16.199,16.414,16.014,12.77,17.0,17.12,16.976,14.54,0.0
2023-10-13 01:05:00,51.4,49.5,34.1,100.246,16.116,16.329,15.942,12.636,16.919,17.039,16.892,14.452,0.0
2023-10-13 01:10:00,51.452,49.559,34.1,100.26,16.03,16.259,15.879,12.526,16.844,16.979,16.816,14.416,552.074
2023-10-13 01:15:00,51.502,49.6,34.1,100.3,15.952,16.184,15.795,12.402,16.773,16.897,16.746,14.296,674.737
2023-10-13 01:20:00,51.6,49.6,34.156,100.3,15.886,16.104,15.725,12.436,16.664,16.819,16.647,14.277,607.282
2023-10-13 01:25:00,51.6,49.628,34.2,100.314,15.805,16.025,15.619,12.462,16.593,16.763,16.574,14.281,0.0
2023-10-13 01:30:00,51.6,49.665,34.2,100.307,15.73,15.949,15.561,12.432,16.522,16.661,16.51,14.205,0.0
2023-10-13 01:35:00,51.7,49.7,34.175,100.367,15.616,15.885,15.498,12.503,16.461,16.6,16.44,14.203,0.0
2023-10-13 01:40:00,51.7,49.666,34.179,100.4,15.565,15.816,15.423,12.635,16.397,16.516,16.392,14.194,0.0
2023-10-13 01:45:00,51.701,49.6,34.102,100.451,15.501,15.752,15.397,12.811,16.334,16.459,16.334,14.201,607.282
2023-10-13 01:50:00,51.7,49.6,34.1,100.5,15.429,15.659,15.323,12.729,16.288,16.407,16.28,14.165,0.0
2023-10-13 01:55:00,51.7,49.6,34.1,100.497,15.38,15.6,15.291,12.535,16.222,16.35,16.23,14.074,552.074
2023-10-13 02:00:00,51.7,49.6,34.1,100.498,15.307,15.526,15.205,12.269,16.161,16.288,16.17,13.935,0.0
2023-10-13 02:05:00,51.789,49.684,34.1,100.48,15.234,15.464,15.156,12.192,16.105,16.22,16.115,13.899,1889.284
2023-10-13 02:10:00,51.895,49.7,34.101,100.5,15.185,15.402,15.1,12.241,16.033,16.172,16.054,13.889,0.0
2023-10-13 02:15:00,51.9,49.7,34.1,100.5,15.113,15.332,15.042,12.301,15.992,16.11,15.998,13.842,607.282
2023-10-13 02:20:00,51.9,49.7,34.1,100.548,15.073,15.29,14.999,12.253,15.93,16.05,15.95,13.811,0.0
2023-10-13 02:25:00,51.951,49.7,34.1,100.6,15.0,15.213,14.933,12.198,15.885,15.997,15.9,13.819,0.0
2023-10-13 02:30:00,52.0,49.72,34.1,100.6,14.942,15.172,14.892,12.103,15.827,15.947,15.839,13.758,0.0
2023-10-13 02:35:00,52.0,49.787,34.128,100.6,14.889,15.1,14.813,11.97,15.776,15.892,15.782,13.659,0.0
2023-10-13 02:40:00,52.062,49.8,34.2,100.6,14.812,15.042,14.726,11.875,15.689,15.819,15.717,13.591,0.0
2023-10-13 02:45:00,52.183,49.8,34.2,100.679,14.732,14.992,14.693,11.991,15.618,15.774,15.643,13.57,0.0
2023-10-13 02:50:00,52.2,49.848,34.2,100.69,14.69,14.936,14.614,12.056,15.571,15.704,15.591,13.549,0.0
2023-10-13 02:55:00,52.2,49.9,34.2,100.7,14.623,14.887,14.59,12.218,15.51,15.626,15.534,13.597,607.282
2023-10-13 03:00:00,52.2,49.884,34.2,100.73,14.591,14.822,14.533,12.381,15.472,15.594,15.503,13.597,1214.563
2023-10-13 03:05:00,52.2,49.8,34.122,100.8,14.534,14.768,14.501,12.472,15.432,15.55,15.472,13.593,0.0
2023-10-13 03:10:00,52.082,49.8,34.1,100.8,14.501,14.707,14.5,12.583,15.408,15.521,15.434,13.625,607.282
2023-10-13 03:15:00,51.945,49.682,34.005,100.8,14.493,14.698,14.499,12.683,15.402,15.507,15.42,13.616,607.282
2023-10-13 03:20:00,51.807,49.595,33.927,100.8,14.474,14.684,14.5,12.761,15.396,15.504,15.406,13.677,607.282
2023-10-13 03:25:00,51.66,49.487,33.858,100.827,14.442,14.65,14.5,12.867,15.399,15.494,15.407,13.73,551.746
2023-10-13 03:30:00,51.56,49.4,33.8,100.9,14.417,14.626,14.5,12.948,15.401,15.496,15.403,13.792,607.282
2023-10-13 03:35:00,51.464,49.388,33.721,100.9,14.411,14.615,14.5,12.979,15.403,15.497,15.41,13.745,607.282
2023-10-13 03:40:00,51.4,49.3,33.679,100.901,14.405,14.606,14.503,13.234,15.419,15.494,15.416,13.949,0.0
2023-10-13 03:45:00,51.341,49.237,33.6,100.997,14.415,14.608,14.554,13.566,15.448,15.516,15.456,14.092,0.0
2023-10-13 03:50:00,51.276,49.109,33.532,101.0,14.456,14.635,14.598,13.823,15.486,15.549,15.486,14.175,607.254
2023-10-13 03:55:00,51.175,49.1,33.5,101.0,14.498,14.681,14.637,14.036,15.514,15.598,15.541,14.312,0.0
2023-10-13 04:00:00,51.035,49.1,33.387,101.01,14.504,14.701,14.702,14.221,15.564,15.651,15.596,14.508,606.42
2023-10-13 04:05:00,50.986,49.1,33.3,101.051,14.568,14.719,14.764,14.289,15.598,15.718,15.647,14.594,0.0
