time,inv29_rh,inv30_rh,inv31_rh,rh,inv29_temp1,inv30_temp1,inv31_temp1,temp1,inv29_temp2,inv30_temp2,inv31_temp2,temp2,ir
2023-09-18 00:05:00,49.019,44.601,40.3,96.477,23.516,23.728,23.36,20.725,24.232,24.364,24.26,21.607,0.0
2023-09-18 00:10:00,49.062,44.699,40.3,96.543,23.397,23.637,23.266,20.663,24.138,24.274,24.178,21.529,0.0
2023-09-18 00:15:00,49.173,44.766,40.348,96.444,23.29,23.542,23.175,20.705,24.048,24.189,24.094,21.462,0.0
2023-09-18 00:20:00,49.327,44.8,40.305,96.509,23.198,23.446,23.098,20.723,23.973,24.097,24.01,21.393,0.0
2023-09-18 00:25:00,49.443,44.8,40.3,96.702,23.109,23.324,23.017,20.659,23.887,24.012,23.926,21.3,0.0
2023-09-18 00:30:00,49.541,44.832,40.3,96.888,23.013,23.232,22.928,20.412,23.795,23.918,23.84,21.21,0.008
2023-09-18 00:35:00,49.685,44.926,40.371,96.959,22.922,23.146,22.835,20.157,23.707,23.828,23.748,21.108,0.0
2023-09-18 00:40:00,49.911,45.04,40.378,97.189,22.825,23.051,22.741,20.074,23.603,23.737,23.652,21.012,0.0
2023-09-18 00:45:00,50.027,45.127,40.4,97.315,22.738,22.967,22.658,19.901,23.506,23.645,23.554,20.892,0.0
2023-09-18 00:50:00,50.142,45.251,40.4,97.4,22.643,22.876,22.575,19.676,23.389,23.553,23.47,20.784,0.0
2023-09-18 00:55:00,50.25,45.306,40.4,97.393,22.544,22.785,22.455,19.462,23.283,23.466,23.347,20.664,0.0
2023-09-18 01:00:00,50.34,45.4,40.4,97.429,22.421,22.702,22.361,19.361,23.184,23.341,23.255,20.568,0.0
2023-09-18 01:05:00,50.416,45.416,40.4,97.479,22.333,22.613,22.282,19.344,23.099,23.253,23.177,20.415,0.0
2023-09-18 01:10:00,50.5,45.5,40.469,97.657,22.242,22.532,22.198,19.283,23.011,23.178,23.094,20.405,0.0
2023-09-18 01:15:00,50.5,45.565,40.497,97.768,22.167,22.424,22.127,19.08,22.924,23.1,23.018,20.312,0.0
2023-09-18 01:20:00,50.57,45.588,40.442,97.882,22.083,22.347,22.059,19.012,22.848,23.025,22.951,20.229,0.0
2023-09-18 01:25:00,50.702,45.645,40.456,98.133,21.986,22.269,21.977,18.982,22.773,22.957,22.872,20.202,0.009
2023-09-18 01:30:00,50.869,45.75,40.5,98.263,21.903,22.189,21.892,18.9,22.681,22.866,22.789,20.132,0.0
2023-09-18 01:35:00,50.972,45.86,40.501,98.285,21.815,22.109,21.798,18.67,22.592,22.772,22.702,20.005,0.0
2023-09-18 01:40:00,51.092,45.993,40.529,98.201,21.727,22.015,21.703,18.498,22.467,22.682,22.599,19.874,0.0
2023-09-18 01:45:00,51.247,46.1,40.6,98.375,21.629,21.935,21.605,18.537,22.37,22.594,22.492,19.829,0.009
2023-09-18 01:50:00,51.391,46.199,40.6,98.609,21.544,21.844,21.526,18.653,22.282,22.472,22.388,19.878,0.0
2023-09-18 01:55:00,51.447,46.2,40.6,98.785,21.423,21.77,21.411,18.621,22.196,22.39,22.305,19.914,0.0
