time,inv29_rh,inv30_rh,inv31_rh,rh,inv29_temp1,inv30_temp1,inv31_temp1,temp1,inv29_temp2,inv30_temp2,inv31_temp2,temp2,ir
2023-10-04 00:05:00,35.071,32.3,31.3,97.593,20.19,20.405,19.922,15.528,20.864,21.018,20.83,17.163,0.037
2023-10-04 00:10:00,35.195,32.32,31.3,97.647,20.076,20.285,19.813,15.507,20.749,20.909,20.727,17.101,0.093
2023-10-04 00:15:00,35.355,32.4,31.277,97.769,19.965,20.172,19.712,15.511,20.652,20.8,20.623,17.069,0.0
2023-10-04 00:20:00,35.441,32.4,31.2,97.847,19.857,20.065,19.587,15.435,20.545,20.698,20.503,17.0,0.0
2023-10-04 00:25:00,35.6,32.488,31.2,97.884,19.741,19.958,19.479,15.428,20.417,20.591,20.386,16.904,0.041
2023-10-04 00:30:00,35.798,32.542,31.2,97.762,19.638,19.851,19.375,15.663,20.307,20.46,20.284,16.856,0.046
2023-10-04 00:35:00,36.111,32.6,31.181,98.153,19.509,19.748,19.273,16.001,20.207,20.353,20.186,16.98,0.101
2023-10-04 00:40:00,36.125,32.6,31.1,98.35,19.402,19.647,19.181,15.967,20.109,20.255,20.092,17.077,0.0
2023-10-04 00:45:00,36.103,32.6,31.1,98.246,19.302,19.509,19.084,15.732,20.027,20.158,20.001,16.975,0.041
2023-10-04 00:50:00,36.222,32.682,31.06,98.2,19.198,19.409,18.985,15.6,19.932,20.064,19.911,16.901,0.0
2023-10-04 00:55:00,36.3,32.7,31.002,98.174,19.101,19.308,18.889,15.502,19.842,19.971,19.815,16.876,0.0
2023-10-04 01:00:00,36.382,32.756,31.0,98.098,18.998,19.212,18.804,15.39,19.758,19.885,19.72,16.812,0.056
2023-10-04 01:05:00,36.455,32.856,31.0,98.009,18.903,19.114,18.707,15.257,19.673,19.795,19.635,16.69,0.0
2023-10-04 01:10:00,36.524,32.927,31.0,97.916,18.813,19.023,18.601,15.074,19.551,19.704,19.518,16.568,0.093
2023-10-04 01:15:00,36.642,32.998,31.0,97.931,18.718,18.933,18.498,15.046,19.466,19.605,19.437,16.576,0.247
2023-10-04 01:20:00,36.775,33.073,31.0,98.168,18.63,18.843,18.415,15.098,19.387,19.502,19.354,16.621,0.0
2023-10-04 01:25:00,36.864,33.137,31.0,98.326,18.518,18.764,18.343,15.089,19.303,19.42,19.28,16.607,0.0
