time,inv29_rh,inv30_rh,inv31_rh,rh,inv29_temp1,inv30_temp1,inv31_temp1,temp1,inv29_temp2,inv30_temp2,inv31_temp2,temp2,ir
2023-10-29 00:05:00,35.575,33.293,31.1,98.815,18.185,18.372,17.992,13.518,18.859,18.995,18.909,15.36,0.0
2023-10-29 00:10:00,35.626,33.3,31.1,98.864,18.068,18.255,17.882,13.396,18.758,18.886,18.795,15.319,607.161
2023-10-29 00:15:00,35.735,33.328,31.058,98.92,17.957,18.151,17.772,13.381,18.633,18.775,18.693,15.244,0.0
2023-10-29 00:20:00,35.8,33.4,31.009,98.936,17.848,18.031,17.637,13.28,18.498,18.669,18.56,15.083,0.0
2023-10-29 00:25:00,35.8,33.429,31.004,98.659,17.728,17.929,17.527,12.981,18.396,18.533,18.446,14.782,0.0
2023-10-29 00:30:00,35.895,33.5,31.025,98.349,17.584,17.809,17.405,12.75,18.285,18.422,18.335,14.53,607.272
2023-10-29 00:35:00,35.971,33.566,31.0,98.377,17.471,17.67,17.286,12.773,18.174,18.307,18.222,14.569,607.282
2023-10-29 00:40:00,36.091,33.603,31.0,98.63,17.357,17.552,17.178,12.8,18.063,18.194,18.114,14.64,0.0
2023-10-29 00:45:00,36.135,33.63,31.0,98.81,17.247,17.445,17.075,12.746,17.957,18.087,18.003,14.551,0.0
2023-10-29 00:50:00,36.295,33.7,31.0,98.969,17.134,17.339,16.971,12.814,17.849,17.987,17.903,14.63,0.0
2023-10-29 00:55:00,36.391,33.7,31.0,99.162,17.035,17.236,16.873,12.927,17.755,17.881,17.8,14.77,607.272
2023-10-29 01:00:00,36.486,33.721,30.972,99.237,16.937,17.134,16.785,12.92,17.628,17.795,17.684,14.713,674.747
2023-10-29 01:05:00,36.53,33.756,30.901,99.355,16.834,17.034,16.657,12.931,17.534,17.66,17.58,14.746,0.0
2023-10-29 01:10:00,36.675,33.8,30.9,99.402,16.736,16.936,16.565,13.024,17.441,17.573,17.498,14.693,0.0
2023-10-29 01:15:00,36.779,33.8,30.879,99.5,16.608,16.851,16.491,13.048,17.364,17.496,17.404,14.702,0.0
2023-10-29 01:20:00,36.806,33.8,30.8,99.546,16.524,16.759,16.407,13.017,17.29,17.404,17.319,14.71,1821.78
2023-10-29 01:25:00,36.898,33.879,30.8,99.607,16.444,16.642,16.326,13.078,17.206,17.32,17.253,14.714,0.0
2023-10-29 01:30:00,36.942,33.9,30.705,99.66,16.361,16.565,16.268,12.901,17.124,17.255,17.183,14.597,0.0
2023-10-29 01:35:00,37.029,33.9,30.7,99.656,16.285,16.484,16.193,12.834,17.061,17.185,17.101,14.593,0.0
2023-10-29 01:40:00,37.1,33.9,30.7,99.7,16.2,16.398,16.106,12.726,16.989,17.104,17.029,14.46,0.0
2023-10-29 01:45:00,37.177,33.987,30.7,99.7,16.115,16.322,16.026,12.609,16.908,17.033,16.963,14.384,607.282
2023-10-29 01:50:00,37.258,34.0,30.7,99.741,16.033,16.245,15.958,12.59,16.834,16.96,16.896,14.385,0.0
2023-10-29 01:55:00,37.37,34.082,30.7,99.8,15.972,16.18,15.896,12.602,16.78,16.895,16.815,14.378,674.757
2023-10-29 02:00:00,37.451,34.109,30.678,99.878,15.898,16.102,15.815,12.612,16.676,16.813,16.753,14.373,0.0
2023-10-29 02:05:00,37.5,34.1,30.601,99.9,15.823,16.022,15.765,12.639,16.609,16.751,16.669,14.355,0.0
2023-10-29 02:10:00,37.531,34.182,30.6,99.9,15.751,15.961,15.663,12.495,16.542,16.659,16.599,14.222,0.0
2023-10-29 02:15:00,37.6,34.202,30.6,99.9,15.652,15.897,15.596,12.375,16.487,16.594,16.529,14.132,0.0
2023-10-29 02:20:00,37.648,34.3,30.6,99.9,15.587,15.819,15.513,12.246,16.407,16.515,16.467,14.013,607.263
2023-10-29 02:25:00,37.709,34.319,30.6,99.9,15.506,15.748,15.459,12.189,16.337,16.454,16.398,13.974,0.0
2023-10-29 02:30:00,37.796,34.399,30.6,99.905,15.441,15.649,15.393,12.024,16.279,16.392,16.324,13.846,0.0
2023-10-29 02:35:00,37.804,34.421,30.6,99.902,15.388,15.593,15.315,12.044,16.206,16.324,16.27,13.77,0.0
2023-10-29 02:40:00,37.9,34.5,30.6,99.999,15.306,15.509,15.277,12.036,16.147,16.274,16.209,13.774,0.0
2023-10-29 02:45:00,37.966,34.5,30.6,100.0,15.25,15.459,15.208,12.084,16.099,16.204,16.162,13.911,0.0
2023-10-29 02:50:00,38.0,34.5,30.522,100.079,15.198,15.398,15.163,12.134,16.043,16.171,16.101,14.075,0.0
2023-10-29 02:55:00,38.061,34.544,30.5,100.109,15.118,15.337,15.103,12.21,15.99,16.103,16.056,14.073,0.0
2023-10-29 03:00:00,38.1,34.6,30.5,100.161,15.08,15.291,15.05,12.159,15.932,16.046,16.0,13.955,0.0
2023-10-29 03:05:00,38.161,34.67,30.5,100.104,15.005,15.219,14.988,11.954,15.872,15.997,15.934,13.755,552.074
2023-10-29 03:10:00,38.253,34.7,30.5,100.1,14.951,15.169,14.913,11.831,15.811,15.925,15.882,13.604,0.0
2023-10-29 03:15:00,38.325,34.795,30.5,100.138,14.901,15.106,14.882,11.882,15.757,15.884,15.815,13.694,0.0
2023-10-29 03:20:00,38.4,34.8,30.5,100.2,14.832,15.054,14.803,11.932,15.686,15.815,15.782,13.739,0.0
2023-10-29 03:25:00,38.4,34.8,30.5,100.2,14.745,14.996,14.721,11.805,15.616,15.781,15.703,13.591,0.0
2023-10-29 03:30:00,38.425,34.895,30.5,100.2,14.699,14.934,14.69,11.81,15.569,15.703,15.622,13.59,0.0
2023-10-29 03:35:00,38.5,34.95,30.5,100.294,14.624,14.892,14.612,11.988,15.509,15.621,15.593,13.696,552.074
2023-10-29 03:40:00,38.579,35.0,30.5,100.3,14.595,14.835,14.587,12.006,15.473,15.595,15.525,13.694,0.0
2023-10-29 03:45:00,38.6,35.0,30.5,100.387,14.523,14.75,14.513,12.023,15.409,15.525,15.492,13.797,1282.039
2023-10-29 03:50:00,38.605,35.009,30.5,100.4,14.494,14.699,14.498,12.006,15.379,15.497,15.438,13.714,0.0
2023-10-29 03:55:00,38.684,35.1,30.464,100.4,14.43,14.647,14.435,11.975,15.324,15.443,15.401,13.684,0.0
