Time,Current NG (RMS) (RMS),Current NG (RMS),Current AN (RMS) (RMS),Current AN (RMS),Current LineToNeutralAverage (RMS),Current BN (RMS),Current CN (RMS),Current AN (TotalTHD),Current BN (TotalTHD),Current CN (TotalTHD),Power Total (S),Power Total (Q),Power Total (P),Voltage AN (TotalTHD),Voltage BN (TotalTHD),Voltage CN (TotalTHD),Voltage AN (FlkrPLT),Voltage BN (FlkrPLT),Voltage BN (FlkrPST),Voltage CN (FlkrPLT),Voltage CN (FlkrPST),Voltage AN (FlkrPST),Voltage AN (RMS),Voltage BN (RMS),Voltage CN (RMS),Voltage LineToNeutralAverage (RMS)
15:30.0,0,0.11355924606323242,0,18.19918441772461,18.208539962768555,18.196653366088867,18.229780197143555,35.50869369506836,39.02639389038086,26.0679874420166,769030.8837890625,27595.542907714844,-768503.41796875,1.8640356063842773,1.8741518259048462,1.9532777070999146,0.4604559540748596,0.4704441726207733,0.5224499702453613,0.491769403219223,0.5324021577835083,0.5879696011543274,14102.216796875,14072.6025390625,14087.9013671875,14087.564453125
15:45.0,0,0.11810499429702759,0,23.327816009521484,23.345123291015625,23.33307647705078,23.37444305419922,35.15959930419922,35.8961181640625,24.173446655273438,986770.5688476562,36968.03665161133,-986042.1752929688,1.8717663288116455,1.8729875087738037,1.9875149726867676,0.4604559540748596,0.4704441726207733,0.16197709739208221,0.491769403219223,0.1485140472650528,0.15407930314540863,14109.412109375,14080.7607421875,14088.5986328125,14092.916015625
16:00.0,64,0.12483469396829605,64,28.56656265258789,28.588632583618164,28.57872200012207,28.620563507080078,34.37659454345703,36.63841247558594,24.4622745513916,1209039.6728515625,51552.95181274414,-1207892.4560546875,1.8253158330917358,1.8338024616241455,1.9568636417388916,0.4604559540748596,0.4704441726207733,0.5759817361831665,0.491769403219223,0.5538724064826965,0.5103086829185486,14111.87890625,14095.0732421875,14104.2470703125,14103.73046875
16:15.0,56,0.12409364432096481,56,25.81319808959961,25.832172393798828,25.821041107177734,25.862241744995117,33.803470611572266,37.18386459350586,24.84596824645996,1093554.0771484375,40625.16403198242,-1092749.1455078125,1.7974592447280884,1.8437808752059937,1.9924083948135376,0.4604559540748596,0.4704441726207733,0.5551002621650696,0.491769403219223,0.5597171783447266,0.526945173740387,14133.0087890625,14101.7314453125,14116.970703125,14117.2333984375
16:30.0,0,0.1296517699956894,0,33.38328170776367,33.41180419921875,33.40065002441406,33.451534271240234,34.9259147644043,37.82236099243164,24.995710372924805,1416499.8779296875,64043.40362548828,-1415034.5458984375,1.8183884620666504,1.8082020282745361,1.9976962804794312,0.5139334201812744,0.5094350576400757,0.4057094156742096,0.5014711618423462,0.4830436706542969,0.43946120142936707,14153.619140625,14130.0478515625,14135.587890625,14139.7490234375
16:45.0,0,0.12815506756305695,0,28.26780128479004,28.29021644592285,28.27690887451172,28.325937271118164,36.37449264526367,38.88291549682617,25.915119171142578,1197494.9951171875,51303.611755371094,-1196356.689453125,1.8203930854797363,1.8381638526916504,1.9708627462387085,0.5139334201812744,0.5094350576400757,0.19500912725925446,0.5014711618423462,0.18242572247982025,0.19087529182434082,14133.8857421875,14106.240234375,14107.263671875,14115.791015625
17:00.0,196,0.12945176661014557,196,30.732975006103516,30.758026123046875,30.746395111083984,30.794721603393555,35.85320281982422,38.83042907714844,25.69751739501953,1302116.3330078125,58518.84841918945,-1300766.7236328125,1.8242677450180054,1.8385244607925415,1.9617892503738403,0.5139334201812744,0.5094350576400757,0.4803001284599304,0.5014711618423462,0.47595515847206116,0.40659621357917786,14141.5966796875,14108.357421875,14112.857421875,14120.9296875
17:15.0,59,0.12751425802707672,59,20.572357177734375,20.579259872436523,20.555517196655273,20.60993194580078,32.334651947021484,35.94536209106445,24.56400489807129,870926.3916015625,25093.097686767578,-870538.330078125,1.8131462335586548,1.8096755743026733,1.9570002555847168,0.5139334201812744,0.5094350576400757,0.5239564776420593,0.5014711618423462,0.49633461236953735,0.5094743967056274,14139.2802734375,14114.912109375,14115.873046875,14123.3486328125
17:30.0,0,0.1326293796300888,0,31.258581161499023,31.279735565185547,31.262500762939453,31.318145751953125,34.89264678955078,38.91972732543945,26.149892807006836,1325109.86328125,60393.97430419922,-1323691.7724609375,1.813202142715454,1.7915509939193726,1.9889957904815674,0.5139334201812744,0.5094350576400757,0.595435619354248,0.5014711618423462,0.5651748776435852,0.5789069533348083,14146.3212890625,14115.05078125,14124.419921875,14128.5986328125
17:45.0,0,0.12918011844158173,0,19.8300724029541,19.837139129638672,19.814985275268555,19.86639404296875,36.54928970336914,39.7287712097168,26.723873138427734,840114.1967773438,27400.577545166016,-839655.8227539062,1.814487338066101,1.848989725112915,1.9673502445220947,0.5139334201812744,0.5094350576400757,0.1715376079082489,0.5014711618423462,0.1657252013683319,0.1711086928844452,14147.16796875,14123.0234375,14124.203125,14131.4580078125
18:00.0,72,0.1253041923046112,72,14.880880355834961,14.879045486450195,14.851632118225098,14.904648780822754,35.29485321044922,38.74385070800781,26.03531265258789,628727.294921875,16178.735733032227,-628515.2587890625,1.8045594692230225,1.8370119333267212,1.9783848524093628,0.5139334201812744,0.5094350576400757,0.49230340123176575,0.5014711618423462,0.511819064617157,0.48153048753738403,14123.859375,14102.08203125,14105.484375,14110.4765625
18:15.0,63,0.1289213001728058,63,23.558956146240234,23.568754196166992,23.54475212097168,23.6025447845459,36.23092269897461,39.83095932006836,26.0334529876709,997176.5747070312,35695.48797607422,-996513.7939453125,1.8826173543930054,1.8673956394195557,1.9912177324295044,0.5139334201812744,0.5094350576400757,0.595613956451416,0.5014711618423462,0.6237982511520386,0.5391464829444885,14130.009765625,14105.0068359375,14111.0087890625,14115.34375
18:30.0,0,0.12430591136217117,0,14.062118530273438,14.061174392700195,14.036229133605957,14.085176467895508,31.894365310668945,37.222293853759766,23.53766632080078,595101.4404296875,13540.4691696167,-594942.4438476562,1.8167412281036377,1.8603906631469727,1.9771555662155151,0.5139334201812744,0.5094350576400757,0.6309875845909119,0.5014711618423462,0.6324800848960876,0.6354010105133057,14154.8779296875,14126.60546875,14132.056640625,14137.8486328125
18:45.0,0,0.12297903001308441,0,11.533452987670898,11.527125358581543,11.500307083129883,11.547597885131836,32.356910705566406,40.17064666748047,24.775745391845703,487825.0732421875,11151.5531539917,-487695.7702636719,1.8526690006256104,1.8604192733764648,1.9944204092025757,0.5139334201812744,0.5094350576400757,0.29074376821517944,0.5014711618423462,0.27341213822364807,0.30089372396469116,14160.15625,14136.1669921875,14141.751953125,14146.0185546875
19:00.0,204,0.12024077028036118,204,7.478308200836182,7.464381694793701,7.436333656311035,7.47850227355957,152.61485290527344,166.9514617919922,173.4581298828125,314779.1442871094,7714.904308319092,-314682.0068359375,1.756818175315857,1.7944133281707764,1.999477505683899,0.5139334201812744,0.5094350576400757,0.1816856563091278,0.5014711618423462,0.17967484891414642,0.19559119641780853,14147.09765625,14129.7509765625,14126.1318359375,14134.3291015625
19:15.0,66,0.11784585565328598,66,6.879302501678467,6.864048957824707,6.8361310958862305,6.876711845397949,47.278465270996094,48.841243743896484,50.58941650390625,288810.2111816406,7680.003643035889,-288706.35986328125,1.8255789279937744,1.8226858377456665,2.0140745639801025,0.5139334201812744,0.5094350576400757,0.6966935992240906,0.5014711618423462,0.6044158935546875,0.6258254051208496,14124.78125,14109.52734375,14108.953125,14114.4228515625
19:30.0,0,0.11676418036222458,0,9.07271671295166,9.058740615844727,9.027750968933105,9.075763702392578,43.34504318237305,44.159584045410156,46.06374740600586,381835.9375,9040.260314941406,-381724.7009277344,1.8159294128417969,1.798985481262207,1.9781595468521118,0.4805743396282196,0.5130839943885803,0.5769757032394409,0.4970075488090515,0.5594722628593445,0.4955606162548065,14119.7109375,14107.083984375,14104.2119140625,14110.333984375
19:45.0,0,0.12005458772182465,0,15.041328430175781,15.037117958068848,15.007930755615234,15.062098503112793,20.2477970123291,21.142547607421875,21.721765518188477,636378.1127929688,16940.89126586914,-636133.6059570312,1.8279192447662354,1.811946153640747,1.971367597579956,0.4805743396282196,0.5130839943885803,0.5159329175949097,0.4970075488090515,0.5213522911071777,0.46790361404418945,14147.361328125,14128.0986328125,14131.3857421875,14135.6142578125
20:00.0,80,0.12426720559597015,80,16.655498504638672,16.655561447143555,16.631271362304688,16.679895401000977,12.316287994384766,12.773701667785645,12.433168411254883,707074.8901367188,21161.54670715332,-706745.4833984375,1.8263784646987915,1.8286880254745483,2.0237538814544678,0.4805743396282196,0.5130839943885803,0.2062520831823349,0.4970075488090515,0.1934589296579361,0.21099543571472168,14188.3896484375,14169.80078125,14162.9306640625,14173.705078125
20:15.0,70,0.11823442578315735,70,8.887275695800781,8.872730255126953,8.844449996948242,8.88645076751709,10.541107177734375,10.923700332641602,10.719072341918945,374761.5966796875,9564.001083374023,-374635.92529296875,1.8144829273223877,1.80735445022583,1.9469959735870361,0.4805743396282196,0.5130839943885803,0.5383535623550415,0.4970075488090515,0.5668830871582031,0.5274913311004639,14155.171875,14134.1962890625,14140.21484375,14143.193359375
20:30.0,0,0.1227826252579689,0,17.47788429260254,17.476102828979492,17.448801040649414,17.501583099365234,7.955109119415283,8.30512523651123,8.301133155822754,742005.0659179688,18689.52751159668,-741764.5263671875,1.8318791389465332,1.8521358966827393,1.948084831237793,0.4805743396282196,0.5130839943885803,0.587734580039978,0.4970075488090515,0.5634134411811829,0.4881640672683716,14188.09765625,14164.1015625,14167.3232421875,14173.17578125
20:45.0,0,0.12271725386381149,0,12.4035062789917,12.392633438110352,12.362881660461426,12.411520004272461,4.669328212738037,4.85400390625,4.817511081695557,525893.06640625,14260.456085205078,-525691.1010742188,1.8207367658615112,1.800689458847046,1.9580847024917603,0.4805743396282196,0.5130839943885803,0.5958072543144226,0.4970075488090515,0.629932701587677,0.6483638882637024,14198.0556640625,14184.7001953125,14180.0625,14187.6103515625
21:00.0,212,0.12010937929153442,212,4.469805717468262,4.443744659423828,4.4082932472229,4.453134536743164,13.75727367401123,14.641711235046387,14.647051811218262,186674.2401123047,8387.728691101074,-186453.46069335938,1.8029735088348389,1.8095066547393799,1.9615328311920166,0.4805743396282196,0.5130839943885803,0.231013685464859,0.4970075488090515,0.20320174098014832,0.21098628640174866,14201.001953125,14192.5263671875,14179.1337890625,14190.87890625
21:15.0,73,0.1164904311299324,73,8.443742752075195,8.4181489944458,8.377150535583496,8.433563232421875,4.625173091888428,4.78964376449585,4.9312744140625,355247.37548828125,8481.586456298828,-355143.1884765625,1.7921960353851318,1.7957029342651367,1.9667963981628418,0.4805743396282196,0.5130839943885803,0.1559208333492279,0.4970075488090515,0.1501784771680832,0.1615222841501236,14147.08984375,14140.8056640625,14127.6044921875,14138.5087890625
21:30.0,0,0.11370498687028885,0,5.196542739868164,5.167293071746826,5.127469539642334,5.177860260009766,9.870652198791504,10.131077766418457,10.3878755569458,217142.79174804688,7307.498455047607,-217014.0380859375,1.7738713026046753,1.764923095703125,1.9214659929275513,0.4805743396282196,0.5130839943885803,0.5788137316703796,0.4970075488090515,0.6293577551841736,0.5921796560287476,14156.1162109375,14147.921875,14136.107421875,14146.7197265625
21:45.0,0,0.11222643405199051,0,2.973933696746826,2.946157932281494,2.9101948738098145,2.954340934753418,4.38723087310791,4.500340461730957,4.63339900970459,122150.37536621094,7651.75724029541,-121897.17102050781,1.7292274236679077,1.748534083366394,1.929480791091919,0.4805743396282196,0.5130839943885803,0.5220727324485779,0.4970075488090515,0.4923315942287445,0.513321578502655,14146.1796875,14130.525390625,14119.8046875,14132.1748046875
22:00.0,88,0.11426293104887009,88,1.3771231174468994,1.3538317680358887,1.3264005184173584,1.3579705953598022,2.777949571609497,2.876126289367676,3.056560754776001,51066.314697265625,8259.053230285645,-50316.33758544922,1.7737535238265991,1.7329490184783936,1.9235596656799316,0.4805743396282196,0.5130839943885803,0.40077459812164307,0.4970075488090515,0.3630889356136322,0.4238027036190033,14142.6513671875,14129.751953125,14119.353515625,14130.5908203125
22:15.0,77,0.11431962251663208,77,0.8144915103912354,0.8015280365943909,0.7896690964698792,0.8004233241081238,2.4760091304779053,2.6403656005859375,2.727997303009033,21038.64860534668,8681.22673034668,-19004.365921020508,1.7422921657562256,1.7269011735916138,1.8866512775421143,0.4805743396282196,0.5130839943885803,0.19711288809776306,0.4970075488090515,0.1836436539888382,0.19168058037757874,14120.9873046875,14109.619140625,14103.6455078125,14111.4130859375
22:30.0,0,0.11009111255407333,0,0.5585926175117493,0.5568711161613464,0.5502929091453552,0.56172776222229,2.345308780670166,2.5040032863616943,2.5858304500579834,9728.053092956543,6817.172527313232,-4614.403247833252,1.7438106536865234,1.7230440378189087,1.8934149742126465,0.4716276228427887,0.4788194000720978,0.5607366561889648,0.489500492811203,0.5972872376441956,0.5557841658592224,14094.228515625,14081.28515625,14078.4326171875,14084.6513671875
22:45.0,0,0.09923987835645676,0,0.1290743350982666,0.14238235354423523,0.1256960779428482,0.17237646877765656,2.1583783626556396,2.267838478088379,2.4032647609710693,5422.329425811768,-4957.884788513184,2103.7864685058594,1.7312921285629272,1.6809474229812622,1.8571745157241821,0.4716276228427887,0.4788194000720978,0.6137028932571411,0.489500492811203,0.5704101324081421,0.4815140664577484,14083.9052734375,14072.876953125,14066.7451171875,14074.5
23:00.0,220,0.09993807226419449,220,0.13281604647636414,0.1457928568124771,0.1251206398010254,0.1794419139623642,1.9275509119033813,2.0897035598754883,2.247607946395874,5730.739116668701,-5294.540882110596,2192.931890487671,1.7532808780670166,1.6863514184951782,1.8919371366500854,0.4716276228427887,0.4788194000720978,0.36558252573013306,0.489500492811203,0.35720083117485046,0.3621765971183777,14088.95703125,14073.830078125,14069.828125,14077.52734375
23:15.0,80,0.0983918234705925,80,0.13305175304412842,0.1459101289510727,0.12530460953712463,0.17937396466732025,2.0257790088653564,2.1989545822143555,2.2818121910095215,5699.615478515625,-5258.852481842041,2197.735548019409,1.7250773906707764,1.6972782611846924,1.8802160024642944,0.4716276228427887,0.4788194000720978,0.2374502569437027,0.489500492811203,0.22810491919517517,0.238693967461586,14083.6826171875,14063.4228515625,14062.5078125,14069.869140625
23:30.0,0,0.09844451397657394,0,0.13290180265903473,0.14591901004314423,0.12533193826675415,0.17952370643615723,1.9378174543380737,2.0710582733154297,2.170464038848877,5674.0570068359375,-5229.706287384033,2201.140880584717,1.7669836282730103,1.6722418069839478,1.8822531700134277,0.4716276228427887,0.4788194000720978,0.6069650650024414,0.489500492811203,0.5575805306434631,0.5470250844955444,14082.52734375,14061.3212890625,14064.9873046875,14069.6142578125
23:45.0,0,0.09854201972484589,0,0.13327772915363312,0.14604483544826508,0.1250322163105011,0.1798245906829834,1.9652254581451416,2.0750842094421387,2.1814019680023193,5699.805736541748,-5260.009288787842,2195.4116821289062,1.735164999961853,1.6801180839538574,1.8706507682800293,0.4716276228427887,0.4788194000720978,0.502135694026947,0.489500492811203,0.5694169998168945,0.48818129301071167,14082.2841796875,14054.8515625,14060.4853515625,14065.87890625
