,Time,GHI,POA,ambient_temp,module_temp
0,2023-07-08 00:00:00,0.0,0.0,72.229,90.989
1,2023-07-08 00:01:00,0.0,0.0,72.301,90.85
2,2023-07-08 00:02:00,0.0,0.0,72.263,90.789
3,2023-07-08 00:03:00,0.0,0.0,72.259,90.748
4,2023-07-08 00:04:00,0.0,0.0,72.311,90.741
5,2023-07-08 00:05:00,0.0,0.0,72.311,90.741
6,2023-07-08 00:06:00,0.0,0.0,72.28,90.687
7,2023-07-08 00:07:00,0.0,0.0,72.301,90.687
8,2023-07-08 00:08:00,0.0,0.0,72.298,90.619
9,2023-07-08 00:09:00,0.0,0.0,72.228,90.456
10,2023-07-08 00:10:00,0.0,0.0,72.239,90.417
11,2023-07-08 00:11:00,0.0,0.0,72.326,90.464
12,2023-07-08 00:12:00,0.0,0.0,72.465,90.312
13,2023-07-08 00:13:00,0.0,0.0,72.408,90.253
14,2023-07-08 00:14:00,0.0,0.0,72.444,90.272
15,2023-07-08 00:15:00,0.0,0.0,72.497,90.276
16,2023-07-08 00:16:00,0.0,0.0,72.549,90.276
17,2023-07-08 00:17:00,0.0,0.0,72.595,90.276
18,2023-07-08 00:18:00,0.0,0.0,72.573,90.276
19,2023-07-08 00:19:00,0.0,0.0,72.632,90.277
20,2023-07-08 00:20:00,0.0,0.0,72.664,90.298
21,2023-07-08 00:21:00,0.0,0.0,72.632,90.29
22,2023-07-08 00:22:00,0.0,0.0,72.64,90.239
23,2023-07-08 00:23:00,0.0,0.0,72.64,90.239
24,2023-07-08 00:24:00,0.0,0.0,72.775,90.153
25,2023-07-08 00:25:00,0.0,0.0,72.795,90.198
26,2023-07-08 00:26:00,0.0,0.0,72.777,90.241
27,2023-07-08 00:27:00,0.0,0.0,72.67,90.224
28,2023-07-08 00:28:00,0.0,0.0,72.677,90.169
29,2023-07-08 00:29:00,0.0,0.0,72.706,90.16
30,2023-07-08 00:30:00,0.0,0.0,72.67,90.217
31,2023-07-08 00:31:00,0.0,0.0,72.658,90.155
32,2023-07-08 00:32:00,0.0,0.0,72.618,90.168
33,2023-07-08 00:33:00,0.0,0.0,72.606,90.161
34,2023-07-08 00:34:00,0.0,0.0,72.57,90.042
35,2023-07-08 00:35:00,0.0,0.0,72.594,90.051
36,2023-07-08 00:36:00,0.0,0.0,72.57,90.047
37,2023-07-08 00:37:00,0.0,0.0,72.518,90.058
38,2023-07-08 00:38:00,0.0,0.0,72.5,90.05
39,2023-07-08 00:39:00,0.0,0.0,72.5,90.114
40,2023-07-08 00:40:00,0.0,0.0,72.5,90.114
41,2023-07-08 00:41:00,0.0,0.0,72.525,90.101
42,2023-07-08 00:42:00,0.0,0.0,72.511,90.125
43,2023-07-08 00:43:00,0.0,0.0,72.427,90.105
44,2023-07-08 00:44:00,0.0,0.0,72.425,90.084
45,2023-07-08 00:45:00,0.0,0.0,72.497,90.074
46,2023-07-08 00:46:00,0.0,0.0,72.488,90.152
47,2023-07-08 00:47:00,0.0,0.0,72.459,90.103
48,2023-07-08 00:48:00,0.0,0.0,72.52,90.094
49,2023-07-08 00:49:00,0.0,0.0,72.626,90.183
50,2023-07-08 00:50:00,0.0,0.0,72.52,90.149
51,2023-07-08 00:51:00,0.0,0.0,72.44,90.139
52,2023-07-08 00:52:00,0.0,0.0,72.275,90.135
53,2023-07-08 00:53:00,0.0,0.0,72.268,90.091
54,2023-07-08 00:54:00,0.0,0.0,72.316,90.144
55,2023-07-08 00:55:00,0.0,0.0,72.224,90.194
56,2023-07-08 00:56:00,0.0,0.0,72.071,90.124
57,2023-07-08 00:57:00,0.0,0.0,72.036,89.975
58,2023-07-08 00:58:00,0.0,0.0,72.036,89.975
59,2023-07-08 00:59:00,0.0,0.0,72.012,89.937
60,2023-07-08 01:00:00,0.0,0.0,71.951,89.912
61,2023-07-08 01:01:00,0.0,0.0,71.932,89.921
62,2023-07-08 01:02:00,0.0,0.0,71.897,89.89
63,2023-07-08 01:03:00,0.0,0.0,71.856,89.882
64,2023-07-08 01:04:00,0.0,0.0,71.762,89.895
