,Time,GHI,POA,ambient_temp,module_temp
0,2024-01-01 00:00:00,0.0,0.0,41.741,34.267
1,2024-01-01 00:01:00,0.0,0.0,41.775,34.263
2,2024-01-01 00:02:00,0.0,0.0,41.715,34.164
3,2024-01-01 00:03:00,0.0,0.0,41.613,33.887
4,2024-01-01 00:04:00,0.0,0.0,41.606,33.874
5,2024-01-01 00:05:00,0.0,0.0,41.54,33.921
6,2024-01-01 00:06:00,0.0,0.0,41.54,33.921
7,2024-01-01 00:07:00,0.0,0.0,41.488,34.205
8,2024-01-01 00:08:00,0.0,0.0,41.367,34.009
9,2024-01-01 00:09:00,0.0,0.0,41.231,33.894
10,2024-01-01 00:10:00,0.0,0.0,41.387,33.942
11,2024-01-01 00:11:00,0.0,0.0,41.342,33.735
12,2024-01-01 00:12:00,0.0,0.0,41.338,33.647
13,2024-01-01 00:13:00,0.0,0.0,41.462,33.612
14,2024-01-01 00:14:00,0.0,0.0,41.472,33.548
15,2024-01-01 00:15:00,0.0,0.0,41.261,33.351
16,2024-01-01 00:16:00,0.0,0.0,41.124,33.194
17,2024-01-01 00:17:00,0.0,0.0,40.912,32.965
18,2024-01-01 00:18:00,0.0,0.0,40.891,33.056
19,2024-01-01 00:19:00,0.0,0.0,40.753,33.065
20,2024-01-01 00:20:00,0.0,0.0,40.772,32.868
21,2024-01-01 00:21:00,0.0,0.0,40.763,32.742
22,2024-01-01 00:22:00,0.0,0.0,40.574,32.572
23,2024-01-01 00:23:00,0.0,0.0,40.348,32.445
24,2024-01-01 00:24:00,0.0,0.0,40.348,32.445
25,2024-01-01 00:25:00,0.0,0.0,40.171,32.311
26,2024-01-01 00:26:00,0.0,0.0,40.2,32.289
27,2024-01-01 00:27:00,0.0,0.0,40.159,32.198
28,2024-01-01 00:28:00,0.0,0.0,40.038,32.098
29,2024-01-01 00:29:00,0.0,0.0,39.899,31.942
30,2024-01-01 00:30:00,0.0,0.0,39.782,31.92
31,2024-01-01 00:31:00,0.0,0.0,39.639,31.858
32,2024-01-01 00:32:00,0.0,0.0,39.514,31.799
33,2024-01-01 00:33:00,0.0,0.0,39.337,31.745
34,2024-01-01 00:34:00,0.0,0.0,39.292,31.611
35,2024-01-01 00:35:00,0.0,0.0,39.391,31.567
36,2024-01-01 00:36:00,0.0,0.0,39.292,31.589
37,2024-01-01 00:37:00,0.0,0.0,39.214,31.613
38,2024-01-01 00:38:00,0.0,0.0,39.086,31.521
39,2024-01-01 00:39:00,0.0,0.0,39.004,31.414
40,2024-01-01 00:40:00,0.0,0.0,38.879,31.294
41,2024-01-01 00:41:00,0.0,0.0,38.725,31.186
42,2024-01-01 00:42:00,0.0,0.0,38.662,31.088
43,2024-01-01 00:43:00,0.0,0.0,38.662,31.088
44,2024-01-01 00:44:00,0.0,0.0,38.252,30.639
45,2024-01-01 00:45:00,0.0,0.0,38.115,30.43
46,2024-01-01 00:46:00,0.0,0.0,37.894,30.167
47,2024-01-01 00:47:00,0.0,0.0,37.786,30.043
48,2024-01-01 00:48:00,0.0,0.0,37.695,29.99
49,2024-01-01 00:49:00,0.0,0.0,37.405,29.863
50,2024-01-01 00:50:00,0.0,0.0,37.175,29.676
51,2024-01-01 00:51:00,0.0,0.0,37.06,29.577
52,2024-01-01 00:52:00,0.0,0.0,36.963,29.421
53,2024-01-01 00:53:00,0.0,0.0,36.929,29.411
54,2024-01-01 00:54:00,0.0,0.0,37.025,29.494
55,2024-01-01 00:55:00,0.0,0.0,36.884,29.563
56,2024-01-01 00:56:00,0.0,0.0,36.764,29.335
57,2024-01-01 00:57:00,0.0,0.0,36.741,29.21
58,2024-01-01 00:58:00,0.0,0.0,36.775,29.147
59,2024-01-01 00:59:00,0.0,0.0,36.688,29.127
60,2024-01-01 01:00:00,0.0,0.0,36.597,29.247
61,2024-01-01 01:01:00,0.0,0.0,36.597,29.247
62,2024-01-01 01:02:00,0.0,0.0,36.601,29.47
63,2024-01-01 01:03:00,0.0,0.0,36.582,29.375
64,2024-01-01 01:04:00,0.0,0.0,36.605,29.324
65,2024-01-01 01:05:00,0.0,0.0,36.737,29.329
66,2024-01-01 01:06:00,0.0,0.0,36.82,29.325
67,2024-01-01 01:07:00,0.0,0.0,37.103,29.531
68,2024-01-01 01:08:00,0.0,0.0,37.416,29.789
69,2024-01-01 01:09:00,0.0,0.0,37.552,29.967
70,2024-01-01 01:10:00,0.0,0.0,37.595,29.866
71,2024-01-01 01:11:00,0.0,0.0,37.751,29.855
72,2024-01-01 01:12:00,0.0,0.0,37.752,29.739
73,2024-01-01 01:13:00,0.0,0.0,37.868,29.776
74,2024-01-01 01:14:00,0.0,0.0,37.942,29.911
75,2024-01-01 01:15:00,0.0,0.0,38.037,29.96
76,2024-01-01 01:16:00,0.0,0.0,38.175,30.169
77,2024-01-01 01:17:00,0.0,0.0,38.189,30.239
78,2024-01-01 01:18:00,0.0,0.0,38.308,30.462
79,2024-01-01 01:19:00,0.0,0.0,38.451,30.678
80,2024-01-01 01:20:00,0.0,0.0,38.451,30.678
81,2024-01-01 01:21:00,0.0,0.0,38.741,30.682
82,2024-01-01 01:22:00,0.0,0.0,38.873,30.794
83,2024-01-01 01:23:00,0.0,0.0,39.038,30.821
84,2024-01-01 01:24:00,0.0,0.0,39.172,30.838
85,2024-01-01 01:25:00,0.0,0.0,39.15,31.16
86,2024-01-01 01:26:00,0.0,0.0,39.259,31.479
87,2024-01-01 01:27:00,0.0,0.0,39.255,31.414
88,2024-01-01 01:28:00,0.0,0.0,39.216,31.01
89,2024-01-01 01:29:00,0.0,0.0,39.204,30.911
90,2024-01-01 01:30:00,0.0,0.0,39.153,30.867
91,2024-01-01 01:31:00,0.0,0.0,39.051,30.768
92,2024-01-01 01:32:00,0.0,0.0,38.905,30.578
93,2024-01-01 01:33:00,0.0,0.0,38.751,30.577
94,2024-01-01 01:34:00,0.0,0.0,38.646,31.331
95,2024-01-01 01:35:00,0.0,0.0,38.834,31.788
96,2024-01-01 01:36:00,0.0,0.0,39.146,31.804
97,2024-01-01 01:37:00,0.0,0.0,39.427,31.926
98,2024-01-01 01:38:00,0.0,0.0,39.6,32.187
99,2024-01-01 01:39:00,0.0,0.0,39.6,32.187
100,2024-01-01 01:40:00,0.0,0.0,39.949,32.455
101,2024-01-01 01:41:00,0.0,0.0,40.065,32.337
102,2024-01-01 01:42:00,0.0,0.0,40.254,32.201
103,2024-01-01 01:43:00,0.0,0.0,40.298,32.098
104,2024-01-01 01:44:00,0.0,0.0,40.221,31.945
105,2024-01-01 01:45:00,0.0,0.0,40.325,31.903
106,2024-01-01 01:46:00,0.0,0.0,40.055,31.474
107,2024-01-01 01:47:00,0.0,0.0,39.979,31.49
108,2024-01-01 01:48:00,0.0,0.0,39.92,31.68
109,2024-01-01 01:49:00,0.0,0.0,39.824,31.609
110,2024-01-01 01:50:00,0.0,0.0,39.723,31.568
111,2024-01-01 01:51:00,0.0,0.0,39.663,31.909
112,2024-01-01 01:52:00,0.0,0.0,39.662,32.198
113,2024-01-01 01:53:00,0.0,0.0,39.888,32.556
114,2024-01-01 01:54:00,0.0,0.0,40.089,32.574
115,2024-01-01 01:55:00,0.0,0.0,40.078,32.475
116,2024-01-01 01:56:00,0.0,0.0,40.097,32.296
117,2024-01-01 01:57:00,0.0,0.0,40.097,32.296
118,2024-01-01 01:58:00,0.0,0.0,40.335,32.357
119,2024-01-01 01:59:00,0.0,0.0,40.365,32.191
120,2024-01-01 02:00:00,0.0,0.0,40.422,32.286
121,2024-01-01 02:01:00,0.0,0.0,40.543,32.54
122,2024-01-01 02:02:00,0.0,0.0,40.458,32.398
123,2024-01-01 02:03:00,0.0,0.0,40.128,32.363
124,2024-01-01 02:04:00,0.0,0.0,40.122,32.149
125,2024-01-01 02:05:00,0.0,0.0,40.028,31.978
126,2024-01-01 02:06:00,0.0,0.0,39.938,32.062
127,2024-01-01 02:07:00,0.0,0.0,39.926,32.089
128,2024-01-01 02:08:00,0.0,0.0,39.91,31.976
129,2024-01-01 02:09:00,0.0,0.0,39.743,31.74
130,2024-01-01 02:10:00,0.0,0.0,39.535,31.434
131,2024-01-01 02:11:00,0.0,0.0,39.327,31.209
132,2024-01-01 02:12:00,0.0,0.0,39.089,31.147
133,2024-01-01 02:13:00,0.0,0.0,39.057,31.147
134,2024-01-01 02:14:00,0.0,0.0,39.041,31.129
135,2024-01-01 02:15:00,0.0,0.0,39.041,31.129
136,2024-01-01 02:16:00,0.0,0.0,38.699,30.698
137,2024-01-01 02:17:00,0.0,0.0,38.5,30.525
138,2024-01-01 02:18:00,0.0,0.0,38.298,30.416
139,2024-01-01 02:19:00,0.0,0.0,38.141,30.254
140,2024-01-01 02:20:00,0.0,0.0,37.942,30.083
141,2024-01-01 02:21:00,0.0,0.0,37.849,30.009
142,2024-01-01 02:22:00,0.0,0.0,37.639,29.828
143,2024-01-01 02:23:00,0.0,0.0,37.415,29.684
144,2024-01-01 02:24:00,0.0,0.0,37.318,29.647
145,2024-01-01 02:25:00,0.0,0.0,37.106,29.653
146,2024-01-01 02:26:00,0.0,0.0,37.021,29.53
